system,split,formula,qm9_db_id,qm9_mol_id,basis,charge,spin,unit,atom,reference_ground_method,reference_excited_method,qsgw_bse_s1_ev,qsgw_bse_s1_h,qsgw_bse_singlet_energies_ev_json,qsgw_bse_singlet_energies_h_json,qsgw_bse_triplet_energies_ev_json,qsgw_bse_oscillator_strengths_json,qsgw_bse_transition_dipoles_raw_json,nroots_available,source_xyz_path,source_eexc_ss_path,source_eexc_st_path,source_osc_path,source_tdm_path,eomccsd_augccpvtz_s1_ev,eomccsd_augccpvtz_singlet_energies_ev_json,notes
qm9randdiv60_3821_C2H2N2O3,candidate,C2H2N2O3,3821,3888,def2-tzvp,0,0,Angstrom,"N  0.085499549900  1.344566811800  0.157839789200
C -0.050661194800 -0.000533751700  0.033576568800
N -1.152396940900 -0.667011554300 -0.043427000600
O -0.704784401200 -2.030404263500 -0.052954500100
C  0.639301360700 -2.067495233700 -0.009648641000
O  1.348145236500 -3.016271049800 -0.019369950200
O  1.076764983100 -0.742698301200  0.050624576400
H  0.937127646000  1.733316517000 -0.218634697000
H -0.749715579300  1.873832945400 -0.044607955700",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.73521035,0.24751441507295602,"[6.73521035, 7.30050569, 7.52016944, 7.78094554, 8.4802807]","[0.24751441507295602, 0.26828863564701244, 0.276361129566075, 0.28594447448068583, 0.31164456758428905]","[4.85933562, 6.07927112, 6.21833362, 6.81131002, 6.83575566]","[0.00849836, 0.01213585, 0.22435968, 0.1094041, 0.00296814]","[""-0.14089236"", ""-0.29549272"", ""0.47493447"", ""-0.17962408"", ""-0.63167491"", ""0.08411659"", ""0.91258328"", ""2.63592944"", ""0.29384274"", ""-1.84829891"", ""0.52290077"", ""-0.13453105"", ""0.13237946"", ""-0.03949999"", ""-0.27057530""]",5,QM9_xyz_files/mol_3888.xyz,E_exc_SS/mol_3888.dat,E_exc_ST/mol_3888.dat,osc_stren/mol_3888.dat,trans_dip_mom/mol_3888.dat,7.1689644517128235,"[7.1689644517128235, 7.423740482242966, 7.737592844497701]",geometry_matched_to_qm9_mol_3888; qm9_source=qm9randdiv60_3821_C2H2N2O3; generated=2026-07-15
qm9randdiv60_3827_C3H2N2O2,candidate,C3H2N2O2,3827,3895,def2-tzvp,0,0,Angstrom,"C  0.753022117900  0.156270639500  0.564647459700
C  0.484717157500  0.055179932500  1.860424811200
H  1.320470894600 -0.000517861500  2.546099999900
C -0.898518161400  0.022633955500  2.339174381500
O -1.892251960300  0.079062365500  1.649296540300
N -3.472665217600 -0.233418736900 -1.434332505500
N -2.374719317900 -0.262891554600 -1.411196750700
H -0.963463447100 -0.061481530500  3.443763354900
O  0.977886802400  0.245162790500 -0.561861320500",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.10935842,0.15101613651182058,"[4.10935842, 4.55241987, 5.74670291, 6.30774565, 7.13073975]","[0.15101613651182058, 0.1672983444814834, 0.21118743668736406, 0.2318053770939363, 0.26204985242349954]","[3.72583768, 3.81335172, 3.96333225, 5.84107014, 6.25342762]","[0.00023186, 0.0003595, 0.10686728, 0.18100546, 0.02891702]","[""-0.00484750"", ""-0.12123008"", ""-0.01257024"", ""0.00819266"", ""-0.14397120"", ""-0.00542371"", ""1.77303970"", ""0.10451788"", ""-1.32257756"", ""1.90829059"", ""0.15562507"", ""-1.97515179"", ""0.00091338"", ""-1.02974898"", ""-0.09477170""]",5,QM9_xyz_files/mol_3895.xyz,E_exc_SS/mol_3895.dat,E_exc_ST/mol_3895.dat,osc_stren/mol_3895.dat,trans_dip_mom/mol_3895.dat,4.164935283383519,"[4.164935283383519, 4.530577133891453, 5.970744154581396]",geometry_matched_to_qm9_mol_3895; qm9_source=qm9randdiv60_3827_C3H2N2O2; generated=2026-07-15
qm9randdiv60_23279_C4H4FN3,candidate,C4H4FN3,23279,23783,def2-tzvp,0,0,Angstrom,"C -0.012525964200  1.476861352100  0.020780251700
C -0.008339397900 -0.022419112300  0.001240567300
N  0.139960877100 -0.633266371700 -1.193911640100
C  0.138910366900 -1.949986850500 -1.173278082000
C -0.011209454300 -2.612835541900  0.048971975800
F -0.014203789200 -3.934724041600  0.084961474700
N -0.152686503500 -1.984642076700  1.187683258400
N -0.152133297000 -0.649375980100  1.170326145600
H  0.924982006200  1.862846447700 -0.391210322800
H -0.821535377600  1.860835590600 -0.608258620500
H -0.139667402000  1.838707284600  1.040849326400
H  0.254667355500 -2.497221260100 -2.105426224500",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.35024471,0.12311922221507383,"[3.35024471, 4.72874947, 5.12426744, 5.67085603, 6.26204275]","[0.12311922221507383, 0.1737783377609878, 0.18831335506677882, 0.20840011525822585, 0.23012582649747457]","[2.64190204, 3.49644476, 4.01902147, 4.26842075, 4.99740409]","[0.00514166, 1.399e-05, 0.08451549, 1.28e-06, 4.215e-05]","[""0.63133983"", ""0.00083761"", ""0.07816948"", ""-0.02775566"", ""0.00007330"", ""-0.00308479"", ""-0.22790062"", ""0.96413680"", ""1.83513623"", ""-0.00757339"", ""0.00014887"", ""-0.00145075"", ""-0.04135414"", ""0.00592634"", ""-0.00543078""]",5,QM9_xyz_files/mol_23783.xyz,E_exc_SS/mol_23783.dat,E_exc_ST/mol_23783.dat,osc_stren/mol_23783.dat,trans_dip_mom/mol_23783.dat,3.5435868233085888,"[3.5435868233085888, 4.79800447535177, 5.29496499869472]",geometry_matched_to_qm9_mol_23783; qm9_source=qm9randdiv60_23279_C4H4FN3; generated=2026-07-15
qm9randdiv60_21102_CH2N6O,candidate,CH2N6O,21102,21514,def2-tzvp,0,0,Angstrom,"N -0.062786492500  1.335785850900  0.008101412400
C  0.131877238100  0.004460904800  0.000653860100
O  1.158192421800 -0.608192666500 -0.010656136600
N -1.156512819000 -0.707006172800  0.008578552200
N -2.348532253400 -0.111439735900  0.020459700300
N -3.209700533300 -1.069695226300  0.024134580700
N -2.544775787700 -2.255435788900  0.014101035000
N -1.273963654300 -2.029765402400  0.004256510400
H  0.751160800600  1.926533331000  0.002853084100
H -0.987364170400  1.734405966200  0.016758441300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.50922195,0.20246017237774022,"[5.50922195, 5.9605554, 6.31842667, 6.61186162, 6.63694536]","[0.20246017237774022, 0.2190463707404401, 0.23219789733908092, 0.24298143285422813, 0.2439032432968585]","[4.62543187, 4.81033932, 5.01757454, 5.17694354, 5.22974781]","[0.00656979, 0.0012303, 0.00329796, 0.00017872, 0.15006378]","[""-0.00477165"", ""0.00194408"", ""-0.56074577"", ""0.00205960"", ""-0.00104268"", ""0.23328910"", ""-0.00008927"", ""-0.00375284"", ""0.37097900"", ""0.00739204"", ""-0.01681514"", ""0.08240343"", ""1.91944043"", ""1.50929550"", ""-0.00945190""]",5,QM9_xyz_files/mol_21514.xyz,E_exc_SS/mol_21514.dat,E_exc_ST/mol_21514.dat,osc_stren/mol_21514.dat,trans_dip_mom/mol_21514.dat,5.784325567356705,"[5.784325567356705, 6.151784623045279, 6.509474277828058]",geometry_matched_to_qm9_mol_21514; qm9_source=qm9randdiv60_21102_CH2N6O; generated=2026-07-15
qm9randdiv60_14827_C8H8,candidate,C8H8,14827,15149,def2-tzvp,0,0,Angstrom,"C -0.003194447000  1.485015887000 -0.001399372700
C  0.006723613300  0.033128055300 -0.002068271100
C  0.014867344500 -1.177757585600 -0.002358676900
C  0.024312737700 -2.536731150100 -0.002553706200
C  0.025501248300 -3.749373248200  0.002199051900
C  0.040871885900 -5.178132706800 -0.003578881800
C -0.411180138800 -5.956635549200  1.225669003700
C -1.266327728500 -5.960930447700 -0.004227849600
H  1.015761811200  1.888803535800 -0.012060580300
H -0.526850089400  1.881553753500 -0.878886491600
H -0.505226535500  1.877695768000  0.890361409000
H  0.855075498700 -5.624366712800 -0.568067391800
H  0.148709027900 -6.851101623800  1.474081432300
H -0.744685633400 -5.376713166100  2.077652454900
H -2.183004662800 -5.383925983600  0.008994718000
H -1.301325621900 -6.858399295800 -0.611335777900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.03878201,0.18517182345838443,"[5.03878201, 5.3403412, 5.37675413, 6.67559181, 6.92108381]","[0.18517182345838443, 0.196253919286724, 0.19759206978265356, 0.24532347413885386, 0.25434513873839976]","[3.83554125, 4.51715526, 4.53935105, 5.08227753, 6.5233696]","[5.119e-05, 0.01830957, 0.00051043, 0.00086984, 0.00362204]","[""-0.04670358"", ""-0.00038269"", ""-0.02230559"", ""0.20496919"", ""0.89256411"", ""-0.25576639"", ""-0.14620578"", ""-0.00320705"", ""-0.06039356"", ""-0.09872704"", ""0.00292387"", ""-0.15685939"", ""-0.00997692"", ""-0.37111423"", ""0.01329822""]",5,QM9_xyz_files/mol_15149.xyz,E_exc_SS/mol_15149.dat,E_exc_ST/mol_15149.dat,osc_stren/mol_15149.dat,trans_dip_mom/mol_15149.dat,5.409907618016228,"[5.409907618016228, 5.744092171831159, 5.842170142438384]",geometry_matched_to_qm9_mol_15149; qm9_source=qm9randdiv60_14827_C8H8; generated=2026-07-15
qm9randdiv60_121043_C6H3N3,candidate,C6H3N3,121043,123278,def2-tzvp,0,0,Angstrom,"C  0.094631283400 -3.754478389000 -0.019600893100
C  0.058913870700 -2.546814136600 -0.012429399500
C  0.017352027800 -1.190020602000 -0.004359966000
C -0.030839019000  0.021371075100  0.003001724700
C -0.076030468100  1.427435346000  0.011433877300
C -1.181394383200  2.258318615000  0.031031659700
N -0.655517568800  3.498750823000  0.030796061900
N  0.695267519300  3.466726530600  0.012293246300
N  1.051629798000  2.223435058300  0.000547825000
H  0.129486902100 -4.815678474200 -0.025937343600
H -2.239009912100  2.059946989900  0.044267786300
H -1.128182180100  4.388973723900  0.042150421100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.69257464,0.17244893727866825,"[4.69257464, 4.8746989, 4.98015097, 5.96002124, 5.98951568]","[0.17244893727866825, 0.179141880385411, 0.18301717247993074, 0.21902674072250675, 0.2201106414004573]","[3.28503313, 4.07176505, 4.18312607, 4.34183765, 4.70871916]","[6.7e-07, 0.1504399, 1.558e-05, 0.00834619, 0.05960905]","[""0.00005912"", ""0.00007104"", ""0.00613662"", ""-0.38177584"", ""2.82699534"", ""0.02081651"", ""0.00044028"", ""-0.00031914"", ""0.02871380"", ""0.00337099"", ""0.01925773"", ""0.60736385"", ""1.61768040"", ""-0.08367915"", ""-0.02221907""]",5,QM9_xyz_files/mol_123278.xyz,E_exc_SS/mol_123278.dat,E_exc_ST/mol_123278.dat,osc_stren/mol_123278.dat,trans_dip_mom/mol_123278.dat,5.287910657049376,"[5.287910657049376, 5.466804835331771, 5.595988608880492]",geometry_matched_to_qm9_mol_123278; qm9_source=qm9randdiv60_121043_C6H3N3; generated=2026-07-15
qm9randdiv60_2553_C5H2N2,candidate,C5H2N2,2553,2610,def2-tzvp,0,0,Angstrom,"N -0.113588155200 -1.175373329500 -0.003148400400
C -0.047550576900 -0.023344760800  0.002386055100
C  0.014602015900  1.443366594000  0.009649554100
C  1.379563256100  1.956251982800 -0.000610090100
C  2.501281953800  2.397092272000 -0.008939608400
C  3.771661102400  2.900207220400 -0.018352141900
N  4.849630384700  3.331051363800 -0.026320549800
H -0.533174975700  1.823604641700 -0.862370433400
H -0.516422315100  1.814187095600  0.895970344900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.55664761,0.2042030332364733,"[5.55664761, 5.89794578, 5.90191891, 7.93439253, 8.08156239]","[0.2042030332364733, 0.21674550964376477, 0.21689151947818053, 0.29158354735308034, 0.29699193995276635]","[4.1485363, 4.91897485, 4.92482829, 5.55572759, 6.42299056]","[2.18e-06, 0.00101563, 0.00023027, 0.00013893, 0.00145963]","[""0.00032430"", ""0.00001205"", ""0.01015472"", ""-0.20123615"", ""0.07005877"", ""0.00220492"", ""-0.00080922"", ""0.00050044"", ""-0.10142714"", ""0.00890006"", ""0.00476466"", ""-0.06719678"", ""0.03773477"", ""0.01227954"", ""0.21459835""]",5,QM9_xyz_files/mol_2610.xyz,E_exc_SS/mol_2610.dat,E_exc_ST/mol_2610.dat,osc_stren/mol_2610.dat,trans_dip_mom/mol_2610.dat,6.128152283406152,"[6.128152283406152, 6.4176599034328135, 6.44247496198273]",geometry_matched_to_qm9_mol_2610; qm9_source=qm9randdiv60_2553_C5H2N2; generated=2026-07-15
qm9randdiv60_21340_C2N2O4,candidate,C2N2O4,21340,21781,def2-tzvp,0,0,Angstrom,"O -0.007579147800  0.014918111600  0.387126269100
C  0.022732239100  1.153957852100  0.060484545900
O -1.146057400500  1.798016509500 -0.292193168900
N -1.171831402300  3.149800890000 -0.688093849000
N -0.156654644600  3.828070025500 -0.740741454600
O  1.108383434700  3.304363336700 -0.408883336100
C  1.283136779200  1.996300081600 -0.004290773500
O  2.368455802300  1.602477283000  0.264057877100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.53532676,0.16667018427510952,"[4.53532676, 5.08564004, 5.97275563, 6.11966807, 6.47249843]","[0.16667018427510952, 0.18689382429937096, 0.2194947209233272, 0.2248936535124988, 0.2378599300854911]","[3.88417156, 4.54997438, 4.56440241, 4.81615194, 5.4992506]","[0.00022363, 3.2e-07, 0.01226706, 1e-08, 0.11017518]","[""-0.01407175"", ""0.03175256"", ""0.10861193"", ""0.00369031"", ""0.00178710"", ""-0.00000241"", ""0.09904817"", ""-0.20356422"", ""-0.70024556"", ""-0.00042503"", ""-0.00037554"", ""-0.00023331"", ""1.14367041"", ""-1.66276194"", ""0.64492207""]",5,QM9_xyz_files/mol_21781.xyz,E_exc_SS/mol_21781.dat,E_exc_ST/mol_21781.dat,osc_stren/mol_21781.dat,trans_dip_mom/mol_21781.dat,4.680383513744682,"[4.680383513744682, 5.229817253623407, 6.134192010238801]",geometry_matched_to_qm9_mol_21781; qm9_source=qm9randdiv60_21340_C2N2O4; generated=2026-07-15
qm9randdiv60_49_C4H5N,candidate,C4H5N,49,50,def2-tzvp,0,0,Angstrom,"N -0.008296939600  1.353628376200  0.009959711400
C  1.280332540700  1.824574213900 -0.000224591900
C  2.122166390900  0.736988979600 -0.014456001700
C  1.308499041000 -0.431095803100 -0.012841538700
C -0.003427815600 -0.018368839200  0.002357364100
H -0.832432335900  1.927726682500  0.021229945900
H  1.484718203500  2.883126301200  0.003543134700
H  3.200669182000  0.773430771300 -0.024884155400
H  1.648105994900 -1.455396826400 -0.021803943200
H -0.925516472000 -0.576970536100  0.008394024800",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.77412139,0.21219504724245083,"[5.77412139, 6.4596854, 6.57315367, 6.92526674, 7.02877292]","[0.21219504724245083, 0.23738905991797477, 0.241558941928919, 0.25449885858060795, 0.2583026405365993]","[4.06272569, 5.67212925, 6.39488309, 6.56006118, 6.82942248]","[0.0, 0.17571779, 0.00310006, 0.0, 0.05892979]","[""-0.00003546"", ""-0.00008553"", ""0.00002615"", ""1.53088112"", ""2.19762829"", ""-0.00319078"", ""-0.00575675"", ""0.00312310"", ""-0.35259566"", ""0.00005460"", ""0.00011580"", ""-0.00012864"", ""0.01252909"", ""-0.00673167"", ""1.48683041""]",5,QM9_xyz_files/mol_50.xyz,E_exc_SS/mol_50.dat,E_exc_ST/mol_50.dat,osc_stren/mol_50.dat,trans_dip_mom/mol_50.dat,6.812068513771006,"[6.812068513771006, 6.9733977660049264, 7.228128339723294]",geometry_matched_to_qm9_mol_50; qm9_source=qm9randdiv60_49_C4H5N; generated=2026-07-15
qm9randdiv60_6852_C7H8O,candidate,C7H8O,6852,7064,def2-tzvp,0,0,Angstrom,"O -0.177719652000  1.416435968500  0.011351278800
C -0.038011702000  0.012909529800  0.002484962700
C  0.673180846400 -0.492535179600 -1.274431708700
C -0.002569038800 -0.099413948500 -2.502716390900
C -0.569173354900  0.215259184900 -3.514216782000
C  0.697365983300 -0.506137174800  1.260100573900
C  0.045208030200 -0.126300811300  2.505202751600
C -0.501963675500  0.177416094600  3.530654836500
H  0.701625314900  1.811548608500  0.005040740900
H -1.062537620400 -0.372090792600  0.010195213000
H  1.704970252100 -0.110741145300 -1.277843133200
H  0.755225399200 -1.586391788100 -1.230870239000
H -1.070047887700  0.499637054300 -4.406071345900
H  0.778461869100 -1.599454075000  1.203239969200
H  1.729067714100 -0.124285970400  1.247925893600
H -0.985668737900  0.452061765100  4.434950029600",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.94275279,0.25514145906563757,"[6.94275279, 6.96883247, 7.293471, 7.36439588, 7.3934133]","[0.25514145906563757, 0.25609986962819553, 0.2680301155577966, 0.27063655682318627, 0.27170292733947254]","[5.36054729, 5.38612465, 6.21884329, 6.23611219, 6.2586522]","[5.73e-06, 2.926e-05, 0.02469471, 0.00010752, 0.00104654]","[""-0.00132806"", ""0.00272811"", ""-0.01443337"", ""0.00823298"", ""-0.03223781"", ""0.00013334"", ""0.00211463"", ""0.00869941"", ""-0.94486330"", ""0.01240940"", ""0.00690865"", ""0.06039999"", ""-0.08368210"", ""0.17317375"", ""0.01829205""]",5,QM9_xyz_files/mol_7064.xyz,E_exc_SS/mol_7064.dat,E_exc_ST/mol_7064.dat,osc_stren/mol_7064.dat,trans_dip_mom/mol_7064.dat,7.551423282359945,"[7.551423282359945, 7.5861845254082505, 7.7938274893662856]",geometry_matched_to_qm9_mol_7064; qm9_source=qm9randdiv60_6852_C7H8O; generated=2026-07-15
qm9randdiv60_2588_C7H8,candidate,C7H8,2588,2645,def2-tzvp,0,0,Angstrom,"C  0.086136179000  1.513672177000 -0.147726717200
C  0.035578832100  0.067364191400  0.011105570200
C -0.010071664500 -1.127455684700  0.141647400200
C -0.058465038200 -2.583204275700  0.301899379900
C -1.400123907000 -3.150930587900  0.144211020900
C -2.499170625100 -3.622436364900  0.015765701800
C -3.831237742100 -4.188816275200 -0.140446341000
H  0.752484548000  1.802313042200 -0.968149067200
H -0.906202243900  1.922253134800 -0.368388226100
H  0.450275911400  2.002958756600  0.762452401500
H  0.622983160000 -3.052250809800 -0.422140363300
H  0.337856966400 -2.854210914800  1.290885858400
H -3.863631553100 -4.912661296500 -0.962289222200
H -4.154437821400 -4.706303906900  0.769593981800
H -4.569638431700 -3.409013875600 -0.357328727600",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.04525868,0.2589084810421498,"[7.04525868, 7.21983123, 7.24362053, 7.40598714, 7.48354698]","[0.2589084810421498, 0.26532390392512545, 0.2661981445751588, 0.2721650074366177, 0.27501527898466993]","[5.57651384, 5.60879717, 6.39635359, 6.41809332, 6.46370289]","[0.00472832, 0.01313617, 0.02963306, 3.6e-07, 0.01068686]","[""0.06948133"", ""-0.04586869"", ""-0.41236563"", ""0.10872778"", ""-0.08659769"", ""-0.67857675"", ""-0.58942981"", ""-0.85516676"", ""0.00548903"", ""-0.00247815"", ""-0.00123999"", ""-0.00230163"", ""-0.49510279"", ""0.34162138"", ""-0.12141476""]",5,QM9_xyz_files/mol_2645.xyz,E_exc_SS/mol_2645.dat,E_exc_ST/mol_2645.dat,osc_stren/mol_2645.dat,trans_dip_mom/mol_2645.dat,7.501302544919657,"[7.501302544919657, 7.6016463368574, 7.899866731290139]",geometry_matched_to_qm9_mol_2645; qm9_source=qm9randdiv60_2588_C7H8; generated=2026-07-15
qm9randdiv60_19305_C7H5N,candidate,C7H5N,19305,19637,def2-tzvp,0,0,Angstrom,"N  0.092860900600 -1.117195166200 -0.071612869300
C  0.041037891800  0.039990452000 -0.032993653200
C -0.030624160300  1.450641231700  0.022849630200
C -0.914638238900  2.441873735000  0.841734747500
C -0.829852164600  3.455607962000 -0.287395125100
C  0.209608277400  3.464386878700  0.824057469900
C  1.099127313900  2.494144185000 -0.008379605900
C  0.067782889700  2.485383277200 -1.111094226900
H -1.692763653100  2.268045515200  1.570823578300
H -1.537950612100  4.215631678600 -0.584601516200
H  0.452781494000  4.232443175100  1.544007627300
H  2.163478638300  2.308698743200 -0.045943182600
H  0.177864573300  2.291829782400 -2.168952834000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.2875986,0.23106498666259728,"[6.2875986, 6.81804784, 7.01683718, 7.20517191, 7.3926609]","[0.23106498666259728, 0.2505586366811886, 0.25786401018193444, 0.2647851838515694, 0.2716752771494676]","[5.50399001, 5.86684886, 6.27804523, 6.38583257, 6.69276955]","[1.753e-05, 0.0231773, 0.03019727, 0.0001202, 0.00487437]","[""-0.01859668"", ""0.00021335"", ""-0.01973032"", ""0.07518397"", ""0.94055011"", ""-0.07829230"", ""0.07789963"", ""1.05935322"", ""-0.08086582"", ""0.04862268"", ""-0.00663249"", ""0.04462085"", ""-0.28386163"", ""-0.00542986"", ""-0.30539011""]",5,QM9_xyz_files/mol_19637.xyz,E_exc_SS/mol_19637.dat,E_exc_ST/mol_19637.dat,osc_stren/mol_19637.dat,trans_dip_mom/mol_19637.dat,6.646779629940033,"[6.646779629940033, 7.093951091134952, 7.385966249553419]",geometry_matched_to_qm9_mol_19637; qm9_source=qm9randdiv60_19305_C7H5N; generated=2026-07-15
qm9randdiv60_14311_C8H6,candidate,C8H6,14311,14633,def2-tzvp,0,0,Angstrom,"C -0.018132505700  1.482615214600  0.010276512800
C  0.001798135400  0.032283474900  0.001756633600
C  0.018343996900 -1.180443423300 -0.005093681200
C  0.036392048200 -2.532106748300 -0.012002209800
C  0.052791833400 -3.751341124000 -0.018353307600
C  0.071182120100 -5.102996535100 -0.025862560200
C  0.087661742500 -6.315725003800 -0.032619966900
C  0.107331974000 -7.766063473800 -0.040653261800
H  0.998237875700  1.892822943500  0.002927623300
H -0.542935234600  1.876735299100 -0.867555105700
H -0.526031917700  1.866596863300  0.902430558600
H -0.909103206300 -8.176110985900 -0.033183738200
H  0.615177362700 -8.150408710400 -0.932680208300
H  0.632067045300 -8.159985320900  0.837307941400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.07568077,0.1497785057018516,"[4.07568077, 4.31476584, 4.31478897, 6.6537718, 6.82496062]","[0.1497785057018516, 0.15856471996667063, 0.15856556997849258, 0.24452160356148783, 0.250812676660538]","[2.94844036, 3.59186997, 3.59190562, 4.07553492, 6.6894035]","[0.0, 0.00024482, 0.00024559, 3.64485801, 0.00091967]","[""0.00000254"", ""0.00000031"", ""0.00007447"", ""-0.11897613"", ""-0.00180589"", ""0.02835028"", ""-0.02835618"", ""0.00000958"", ""-0.11918417"", ""-0.16288666"", ""12.01748614"", ""0.06543154"", ""-0.08840165"", ""-0.00674199"", ""0.16635254""]",5,QM9_xyz_files/mol_14633.xyz,E_exc_SS/mol_14633.dat,E_exc_ST/mol_14633.dat,osc_stren/mol_14633.dat,trans_dip_mom/mol_14633.dat,4.667589010419043,"[4.667589010419043, 4.879015530965544, 4.879015659921441]",geometry_matched_to_qm9_mol_14633; qm9_source=qm9randdiv60_14311_C8H6; generated=2026-07-15
qm9randdiv60_108_C2H4N2O,candidate,C2H4N2O,108,112,def2-tzvp,0,0,Angstrom,"N  0.189206384900  1.341475480800  0.007216111500
C  0.056591541900  0.082889922800  0.002248483700
N -1.174944591000 -0.574008146000  0.009898871800
C -2.457032937800 -0.041863090500  0.024747911100
O -2.755642406700  1.120171397500  0.034011111400
H  1.179300419800  1.582277422600 -0.000397651700
H  0.876278459500 -0.647069538800 -0.008692511200
H -1.129884349100 -1.581475437100  0.004038881700
H -3.202231511500 -0.864794021400  0.027084661600",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.14176247,0.18895628556072158,"[5.14176247, 6.07731979, 6.55671364, 6.94382954, 7.29799435]","[0.18895628556072158, 0.22333738292719393, 0.24095478196987155, 0.2551810288982902, 0.2681963456042598]","[4.36290363, 4.4806811, 5.22566474, 5.77388465, 6.74656512]","[0.00029691, 0.00255019, 0.22383855, 0.00065042, 0.02026393]","[""-0.00055006"", ""0.00092037"", ""-0.12339354"", ""0.00464837"", ""-0.00171085"", ""0.33260997"", ""2.87421223"", ""0.86065658"", ""-0.02288440"", ""-0.00214783"", ""0.00040559"", ""-0.15714851"", ""0.80255430"", ""0.29675716"", ""-0.00614501""]",5,QM9_xyz_files/mol_112.xyz,E_exc_SS/mol_112.dat,E_exc_ST/mol_112.dat,osc_stren/mol_112.dat,trans_dip_mom/mol_112.dat,5.162182054115372,"[5.162182054115372, 6.121252212219769, 6.907242009769781]",geometry_matched_to_qm9_mol_112; qm9_source=qm9randdiv60_108_C2H4N2O; generated=2026-07-15
qm9randdiv60_8688_C6HNO,candidate,C6HNO,8688,8960,def2-tzvp,0,0,Angstrom,"O  0.003146314300 -0.082338979400  0.003387426600
C -0.002833834600  1.130334284200  0.006780420500
C  1.190873379200  1.941012962200  0.000520501300
C  2.184329126400  2.620230276400 -0.004670844500
C -1.244151397600  1.886611538100  0.017255296400
C -2.292711405300  2.489660100700  0.026022800200
C -3.472078952600  3.175602199100  0.035914716400
N -4.473550954200  3.763854748200  0.044307830300
H  3.067427434400  3.213238800400 -0.009272457100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.90154849,0.14337926244295024,"[3.90154849, 4.52198501, 5.07769105, 5.13343768, 5.71070413]","[0.14337926244295024, 0.16617988400597244, 0.1866017043048899, 0.18865035517096693, 0.20986450592321354]","[3.28776108, 3.39172169, 3.84558226, 4.09395921, 4.47144473]","[6.59e-06, 1.606e-05, 1.284e-05, 0.09057895, 0.11315694]","[""-0.00012462"", ""0.00000468"", ""-0.02110225"", ""0.00046740"", ""-0.00000600"", ""0.03060257"", ""0.00308866"", ""-0.00219582"", ""0.02554386"", ""1.97626162"", ""-0.86432181"", ""-0.01625222"", ""-1.56657153"", ""-1.66462018"", ""0.00655662""]",5,QM9_xyz_files/mol_8960.xyz,E_exc_SS/mol_8960.dat,E_exc_ST/mol_8960.dat,osc_stren/mol_8960.dat,trans_dip_mom/mol_8960.dat,3.8203014482465454,"[3.8203014482465454, 5.280056947281526, 5.818886639679009]",geometry_matched_to_qm9_mol_8960; qm9_source=qm9randdiv60_8688_C6HNO; generated=2026-07-15
